,index,brand_name,model_name,price,rating,processor_brand,processor_name,processor_core,processor_threads,ram,ram_type,hdd,ssd,gpu_brand,gpu_model,gpu_size,screen_size,scree_resolution,Touch_screen,os,warranty
276,278,ASUS,VIVOBOOK,45500,59.0,INTEL,CORE I3 1220P,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
277,279,LENOVO,IDEAPAD,80789,67.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
278,280,HP,VICTUS,82990,61.0,INTEL,CORE I7 12650H,10 CORES,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
279,281,DELL,VOSTRO,52499,67.0,AMD,RYZEN 5 5625U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
280,282,ACER,ASPIRE,60990,65.0,INTEL,CORE I5 1240P,12 CORES,16,16,,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
281,283,HP,S,43990,61.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,1024,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,
282,284,HP,14S,26490,50.0,AMD,ATHLON  3050U,DUAL CORE,2,8,DDR4,0,256,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 11,12
283,285,LENOVO,IDEAPAD,40026,48.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
284,286,DELL,XPS,175531,71.0,INTEL,CORE I7 1260P,12 CORES,16,16,,0,1024,INTEL,INTEGRATED IRIS,,13.4, 3840 x 2400 ,1,WINDOWS 11,12
285,287,LENOVO,IDEAPAD,55990,68.0,INTEL,CORE I5 11300H,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
286,288,HP,S,39990,59.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
287,289,HP,14S,60990,57.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
288,290,HP,VICTUS,94099,63.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
289,291,HP,VICTUS,76799,75.0,INTEL,CORE I5 12450H,OCTA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
290,292,ASUS,ROG STRIX,85990,75.0,AMD,RYZEN 7 4800H,OCTA CORE,16,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,17.3, 1920 x 1080 ,0,WINDOWS 11,12
291,293,INFINIX,INBOOK,25999,48.0,INTEL,N5100,QUAD CORE,,8,LPDDR4X,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
292,294,LENOVO,IDEAPAD,59990,0.0,INTEL,CORE I5 1235U,10 CORES,12,16,,0,512,‎INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,
293,295,MSI,KATANA,111990,69.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,24
294,296,DELL,INSPIRON,59144,65.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
295,297,XIAOMI,REDMIBOOK,61990,73.0,INTEL,CORE I5 12450H,OCTA CORE,12,16,LPDDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 3200 x 2000 ,0,WINDOWS 10,12
296,298,LENOVO,IDEAPAD,38400,39.0,INTEL,CORE I3,,,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,24
297,299,LENOVO,THINKBOOK,36990,56.0,AMD,RYZEN 3 5300U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
298,300,ASUS,TUF,101990,80.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,4,17.3, 1920 x 1080 ,0,WINDOWS 11,12
299,301,DELL,INSPIRON,53990,65.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,256,,,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
300,302,ASUS,ROG STRIX,85990,75.0,AMD,RYZEN 7  4800H,OCTA CORE,16,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
301,303,INFINIX,INBOOK,38990,51.0,INTEL,CORE I5 1035G1,QUAD CORE,8,16,LPDDR4X,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
302,304,HP,G8,29990,56.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
303,305,INFINIX,INBOOK,32990,47.0,INTEL,CORE I3 1005G1,DUAL CORE,4,8,LPDDR4X,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
304,306,HP,PAVILION,90990,66.0,INTEL,CORE I7 1260P,12 CORES,16,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
305,307,VAIO,SE14,40000,65.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 10,24
306,308,APPLE,MACBOOK AIR,129990,45.0,APPLE,M2 CHIP,OCTA CORE,,8,,0,512,APPLE,APPLE GPU,,13.6, 2560 x 1664 ,0,MAC,12
307,309,APPLE,MACBOOK PRO,129900,43.0,APPLE,M2 CHIP,OCTA CORE,,8,,0,256,APPLE,APPLE GPU,,13.3, 2560 x 1600 ,0,MAC,12
308,310,ASUS,TUF,54990,63.0,INTEL,CORE I5 10300H,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
309,311,ASUS,TUF,53990,69.0,AMD,RYZEN 5 4600H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
310,312,HP,VICTUS,81800,71.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
311,313,HP,PAVILION,61490,60.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
312,314,HP,PAVILION,84490,65.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
313,315,SAMSUNG,GALAXY BOOK,58990,57.0,INTEL,CORE I5 1235U,10 CORES,12,8,LPDDR4X,0,256,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
314,316,ASUS,VIVOBOOK,56499,63.0,INTEL,CORE I5 1240P,12 CORES,16,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
315,317,HP,PAVILION,60500,59.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
316,318,ASUS,ROG STRIX,124990,82.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
317,319,SAMSUNG,GALAXY BOOK,74990,63.0,INTEL,CORE I5 1240P,12 CORES,16,8,LPDDR4X,0,512,INTEL,ARC,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
318,320,LENOVO,IDEAPAD,28490,53.0,INTEL,N4020,DUAL CORE,2,8,DDR4,0,256,INTEL,UHD,,15.6, 1366 x 768 ,0,WINDOWS 11,12
319,321,SAMSUNG,GALAXY BOOK,62990,60.0,INTEL,CORE I5 1235U,10 CORES,12,8,LPDDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
320,322,DELL,G15,64970,67.0,INTEL,CORE I5 11260H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
321,323,DELL,G15,99990,75.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
322,324,DELL,G15,84990,67.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
323,325,ASUS,VIVOBOOK,21990,0.0,INTEL,CELERON N4020,DUAL CORE,,4,DDR4,0,2,INTEL,UHD,,14.0,,0,WINDOWS,12
324,326,HP,S,55990,62.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,0,WINDOWS 11,12
325,327,HP,PAVILION,71990,67.0,INTEL,CORE I5 12450H,OCTA CORE,12,16,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
326,328,ASUS,TUF,97990,75.0,AMD,RYZEN 9 5900HX,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
327,329,LENOVO,V,19990,43.0,INTEL,N4020,DUAL CORE,2,4,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,DOS,12
328,330,HP,OMEN,88490,74.0,AMD,RYZEN 7  5800H,OCTA CORE,16,16,DDR4,0,1024,AMD,RADEON,8,16.1, 1920 x 1080 ,0,WINDOWS,12
329,331,ASUS,VIVOBOOK,57990,66.0,AMD,RYZEN 7  5700U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
330,332,DELL,VOSTRO,62490,72.0,AMD,RYZEN 5 5625U,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,16.0, 1920 x 1200 ,0,WINDOWS 11,12
331,333,LENOVO,E41,19999,33.0,AMD,3045B,DUAL CORE,2,4,,1024,,,,,14.0, 1920 x 1080 ,0,DOS,12
332,334,DELL,VOSTRO,55490,60.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
333,335,SAMSUNG,GALAXY BOOK,106990,72.0,INTEL,CORE I5 1240P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.3, 1080 x 1920 ,1,WINDOWS 11,12
334,336,APPLE,MACBOOK AIR,129990,53.0,APPLE,M1 CHIP,OCTA CORE,,16,DDR4,0,512,APPLE,APPLE GPU,,13.3, 2560 x 1600 ,1,MAC,12
335,337,DELL,INSPIRON,54990,53.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
336,338,HP,14S,39790,51.0,AMD,RYZEN 3  5300U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
337,339,APPLE,MACBOOK AIR,112900,43.0,APPLE,,OCTA CORE,,16,DDR4,0,256,APPLE,APPLE GPU,,13.3, 2560 x 1600 ,0,MAC,12
338,340,HP,S,37990,56.0,AMD,RYZEN 3  5300U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS,12
339,341,DELL,INSPIRON,62500,65.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,1024,256,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,0,WINDOWS 11,
340,342,LENOVO,IDEAPAD,43626,59.0,AMD,RYZEN 5  5500U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
341,343,LENOVO,IDEAPAD,39250,53.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
342,344,DELL,LATITUDE,139000,61.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 10,12
343,345,LENOVO,IDEAPAD,33990,54.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
344,346,NOKIA,PUREBOOK,31990,57.0,INTEL,CORE I5 10210U,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,14.1, 1366 x 768 ,0,WINDOWS 10,12
345,347,ACER,PREDATOR,104990,81.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,DDR4,1024,512,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 10,
346,348,DELL,INSPIRON,61494,61.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,0,WINDOWS 10,12
347,349,LENOVO,IDEAPAD,16100,39.0,INTEL,N4020,DUAL CORE,2,4,LPDDR4,0,,INTEL,UHD,,11.6, 1366 x 768 ,0,CHROME,12
348,350,XIAOMI,NOTEBOOK PRO,51948,60.0,INTEL,CORE I5 11300H,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 2560 x 1600 ,0,WINDOWS 10,12
349,351,REALME,BOOK SLIM,55490,61.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,14.0, 1440 x 2160 ,0,WINDOWS 10,12
350,352,HP,PAVILION,68690,75.0,INTEL,CORE I5 11300H,QUAD CORE,8,8,DDR4,1024,256,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 10,
351,353,ACER,TRAVELMATE,44999,61.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,1024,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 10,
352,354,DELL,INSPIRON,68990,71.0,INTEL,CORE I5 11300H,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 10,12
353,355,LENOVO,IDEAPAD,54900,61.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 10,12
354,356,ASUS,ROG FLOW,109900,84.0,AMD,RYZEN 9  5900HS,OCTA CORE,16,16,LPDDR4X,0,1024,NVIDIA,GEFORCE GTX,4,13.4, 3840 x 2400 ,1,WINDOWS 10,12
355,357,ASUS,TUF,59990,68.0,INTEL,CORE I5 10300H,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 10,12
356,358,DELL,INSPIRON,69990,53.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,1,WINDOWS 10,12
357,359,HP,CHROMEBOOK,20939,44.0,MEDIATEK,MT8183,OCTA CORE,,4,DDR4,0,,MEDIATEK,INTEGRATED,,11.6, 1366 x 768 ,1,CHROME,12
358,360,HP,S,55600,65.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 10,12
359,361,LENOVO,IDEAPAD,56990,73.0,AMD,RYZEN 5  4600H,HEXA CORE,12,8,DDR4,1024,256,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 10,
360,362,HUAWEI,QINGYUN,44990,37.0,HISILICON,990 990,,,8,,0,512,,,,,,0,,
361,363,DELL,INSPIRON,58500,57.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,1024,256,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 10,
362,364,APPLE,MACBOOK AIR,109990,47.0,APPLE,M1 CHIP,OCTA CORE,,8,DDR4,0,512,APPLE,APPLE GPU,,13.3, 2560 x 1600 ,0,MAC,12
363,365,APPLE,MACBOOK PRO,128490,47.0,APPLE,M1 CHIP,OCTA CORE,,8,DDR4,0,512,,,,13.3, 2560 x 1600 ,0,MAC,12
364,366,MICROSOFT,SURFACE,80000,59.0,AMD,RYZEN 5  3580U,QUAD CORE,8,8,DDR4,0,128,AMD,RADEON,,15.0, 2496 x 1664 ,1,WINDOWS 10,12
365,367,DELL,PRECISION 5550,184999,71.0,INTEL,CORE I7 10750H,HEXA CORE,12,16,DDR4,0,512,NVIDIA,QUADRO T,4,15.6, 1920 x 1200 ,0,WINDOWS 10,
366,368,APPLE,MACBOOK AIR,72999,51.0,INTEL,CORE I3,QUAD CORE,8,8,LPDDR4X,0,256,INTEL,INTEGRATED IRIS,,13.3, 2560 x 1600 ,0,MAC 10.15.3,
367,369,SAMSUNG,CHROMEBOOK,71800,60.0,INTEL,CORE I5,,,16,LPDDR3,0,1024,INTEL,INTEGRATED,,13.3, 3840 x 2160 ,1,CHROME,12
368,370,ACER,EXTENSA,36499,53.0,AMD,RYZEN 3 7320U,QUAD CORE,8,8,LPDDR5,0,256,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
369,371,LENOVO,IDEAPAD,77990,71.0,INTEL,CORE I5 1235U,10 CORES,12,16,LPDDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
370,372,LENOVO,THINKPAD,65599,56.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,DOS,12
371,373,DELL,VOSTRO,63270,69.0,AMD,RYZEN 5 5625U,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
372,374,LENOVO,E41,29990,53.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,1024,,AMD,RADEON,,14.0, 1920 x 1080 ,0,DOS,12
373,375,ASUS,VIVOBOOK,61990,61.0,AMD,RYZEN 5 7520U,QUAD CORE,8,16,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
374,376,LENOVO,THINKPAD,158990,80.0,INTEL,CORE I7 1260P,12 CORES,16,32,DDR4,0,1024,NVIDIA,QUADRO T,4,16.0, 1920 x 1200 ,0,WINDOWS 11,36
375,377,HP,G8,39990,53.0,AMD,RYZEN 3 3500U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 11,12
376,378,LENOVO,THINKPAD,185000,76.0,INTEL,CORE I7 1260P,12 CORES,16,16,DDR4,0,1024,NVIDIA,QUADRO T,4,16.0, 1920 x 1200 ,0,WINDOWS 11,36
377,379,LENOVO,S,52999,54.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
378,380,LENOVO,THINKBOOK,40499,55.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,DOS,12
379,381,ASUS,VIVOBOOK,68999,68.0,AMD,RYZEN 5 7530U,HEXA CORE,12,16,LPDDR4,0,512,INTEGRATED,RADEON,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
380,382,HP,CHROMEBOOK,44999,43.0,MEDIATEK,1200,OCTA CORE,,8,LPDDR4X,0,256,MEDIATEK,MALI,,13.3, 1920 x 1080 ,1,CHROME,12
381,383,HP,CHROMEBOOK,28999,37.0,INTEL,N4500,DUAL CORE,2,4,LPDDR4X,128,,INTEL,UHD,,15.6, 1366 x 768 ,0,CHROME,12
382,384,LENOVO,V,32999,51.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,DOS,12
383,385,LENOVO,THINKBOOK,66990,65.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
384,386,ASUS,ROG ZEPHYRUS,379990,0.0,AMD,RYZEN 9  7945HX,16 CORES,32,32,DDR5,0,2,NVIDIA,GEFORCE RTX,12,16.0, 3840 x 2400 ,0,WINDOWS 11,12
385,387,ASUS,ROG ZEPHYRUS,364990,0.0,INTEL,CORE I9 13900H,14 CORES,20,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,16.0, 2560 x 1600 ,0,WINDOWS 11,12
386,388,ASUS,ROG STRIX,270283,86.0,AMD,RYZEN 9  7945HX,16 CORES,32,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,12,17.3, 2560 x 1440 ,0,WINDOWS 11,12
387,389,ASUS,VIVOBOOK,50990,59.0,AMD,RYZEN 5 7520U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
388,390,ASUS,ROG STRIX,359990,85.0,INTEL,CORE I9 13980HX,24 CORES,32,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,16,18.0, 2560 x 1600 ,0,WINDOWS 11,12
389,391,ACER,NITRO,82990,72.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
390,392,ASUS,ROG STRIX,339990,0.0,INTEL,CORE I9 13980HX,24 CORES,32,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,16,16.0, 2560 x 1600 ,0,WINDOWS 11,12
391,393,MSI,SUMMIT,189990,87.0,INTEL,CORE I7 1360P,12 CORES,16,32,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,1,WINDOWS 11,24
392,394,MSI,SUMMIT,147990,78.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,13.4, 1920 x 1200 ,1,WINDOWS 11,24
393,395,MSI,PRESTIGE,124990,73.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1200 ,0,WINDOWS 11,24
394,396,MSI,MODERN,74990,61.0,INTEL,CORE I7 1355U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
395,397,MSI,MODERN,57990,60.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
396,398,MSI,MODERN,54990,59.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
397,399,MSI,THIN GF63,99990,76.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
398,400,MSI,SWORD,91990,75.0,INTEL,CORE I5 12450H,OCTA CORE,12,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
399,401,ACER,ASPIRE,39990,55.0,AMD,RYZEN 3 7320U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
400,402,LG,GRAM,117990,73.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,16.0, 2560 x 1600 ,1,WINDOWS 11,12
401,403,ACER,EXTENSA,34990,49.0,INTEL,N305,OCTA CORE,8,8,LPDDR5,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
402,404,ASUS,VIVOBOOK,80990,73.0,AMD,RYZEN 7 5800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
403,405,MSI,PRESTIGE,129990,71.0,INTEL,CORE I7 13700H,14 CORES,20,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,16.0, 2560 x 1600 ,0,WINDOWS 11,24
404,406,MSI,PRESTIGE,119990,68.0,INTEL,CORE I7 13700H,14 CORES,20,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,0,WINDOWS 11,24
405,407,ACER,NITRO,79990,72.0,AMD,RYZEN 5 7535HS,HEXA CORE,12,8,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
406,408,ACER,EXTENSA,36999,54.0,AMD,RYZEN 3 7320U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
407,409,MSI,SUMMIT,144990,79.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,1,WINDOWS 11,24
408,410,ASUS,ROG STRIX,284990,84.0,INTEL,CORE I9 13980HX,24 CORES,32,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,12,16.0, 2560 x 1600 ,0,WINDOWS 11,12
409,411,ASUS,ROG STRIX,279990,84.0,INTEL,CORE I9 13980HX,24 CORES,32,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,12,16.0, 2560 x 1600 ,0,WINDOWS 11,12
410,412,MSI,MODERN,67990,60.0,INTEL,CORE I5 1335U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
411,413,MSI,MODERN,65990,59.0,INTEL,CORE I5 1335U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
412,414,MSI,MODERN,75990,62.0,INTEL,CORE I7 1355U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
413,415,HP,SPECTRE,150490,74.0,INTEL,CORE I7 1255U,10 CORES,12,16,LPDDR4X,0,1024,INTEL,INTEGRATED IRIS,,13.5, 3000 x 2000 ,1,WINDOWS 11,12
