,index,brand_name,model_name,price,rating,processor_brand,processor_name,processor_core,processor_threads,ram,ram_type,hdd,ssd,gpu_brand,gpu_model,gpu_size,screen_size,scree_resolution,Touch_screen,os,warranty
825,827,DELL,ALIENWARE,280490,86.0,INTEL,CORE I7 12700H,OCTA CORE,20,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 1920 x 1080 ,0,WINDOWS 11,12
826,828,DELL,VOSTRO,37490,59.0,AMD,RYZEN 3  5425U,QUAD CORE,8,8,DDR4,0,256,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
827,829,LENOVO,IDEAPAD,55999,71.0,AMD,RYZEN 5  5600H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
828,830,ACER,ASPIRE,38994,56.0,AMD,RYZEN 5  3500U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
829,831,DELL,VOSTRO,43490,61.0,AMD,RYZEN 3  5425U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
830,832,ASUS,ROG STRIX,187990,82.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,12
831,833,LG,GRAM,89990,68.0,INTEL,CORE I5 1240P,12 CORES,16,8,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.0, 1200 x 1920 ,1,WINDOWS 11,12
832,834,DELL,ALIENWARE,300490,0.0,INTEL,CORE I7 12700H,14 CORES,20,32,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,8,17.3, 1920 x 1080 ,0,WINDOWS 11,12
833,835,LENOVO,IDEAPAD,61255,55.0,INTEL,CORE I5 1235U,10 CORES,12,8,,0,512,‎INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
834,836,ACER,ASPIRE,57500,55.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
835,837,DELL,INSPIRON,72500,69.0,INTEL,CORE I5 11320H,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
836,838,DELL,XPS,385578,0.0,INTEL,CORE I9 12900HK,14 CORES,20,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,17.0, 3840 x 2400 ,1,WINDOWS 11,12
837,839,ASUS,ROG STRIX,174990,84.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,12
838,840,PANASONIC,TOUGHBOOK 40,374990,72.0,INTEL,CORE I5 1145G7 VPRO,QUAD CORE,8,8,DDR4,0,512,,,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
839,841,ASUS,ROG STRIX,137990,80.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
840,842,HP,S,34800,55.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,256,AMD,RADEON,,15.6, 1366 x 768 ,0,WINDOWS 11,12
841,843,LENOVO,THINKBOOK,74400,51.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
842,844,ASUS,ROG ZEPHYRUS,174990,85.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,512,‎NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,0,WINDOWS 11,12
843,845,HP,VICTUS,67490,72.0,AMD,RYZEN 5  5600H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
844,846,ASUS,TUF,78990,66.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
845,847,HP,VICTUS,83699,61.0,INTEL,CORE I7 12650H,10 CORES,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
846,848,ASUS,ROG STRIX,146990,81.0,AMD,RYZEN 7  5800H,OCTA CORE,16,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 1920 x 1080 ,0,WINDOWS 11,12
847,849,HP,PAVILION,49990,54.0,INTEL,CORE I3 1125G4,QUAD CORE,8,8,DDR4,0,256,INTEL,INTEGRATED IRIS,,14.0, 1366 x 768 ,1,WINDOWS,12
848,850,LENOVO,THINKPAD,168990,76.0,INTEL,CORE I7 1165G7,QUAD CORE,8,32,DDR4,0,1024,,QUADRO T,4,15.6, 1920 x 1080 ,0,WINDOWS 10,36
849,851,HP,PAVILION,92890,62.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
850,852,HP,14S,25990,45.0,INTEL,N4500,DUAL CORE,,8,DDR4,0,256,INTEL,UHD,,14.0, 1366 x 768 ,0,WINDOWS 11,12
851,853,ACER,ASPIRE,61399,68.0,AMD,RYZEN 5  5500U,HEXA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
852,854,ACER,ASPIRE,25999,48.0,AMD,3020E,DUAL CORE,2,4,DDR4,1024,,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 11,12
853,855,ASUS,VIVOBOOK,74900,66.0,AMD,RYZEN 5  5600H,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
854,856,ASUS,VIVOBOOK,41950,51.0,INTEL,CORE I3 1220P,10 CORES,12,8,DDR4,0,256,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
855,857,DELL,INSPIRON,43400,60.0,AMD,RYZEN 3 3250U,DUAL CORE,4,8,DDR4,1024,256,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,
856,858,HP,S,31990,55.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,256,AMD,RADEON,,15.6, 1366 x 768 ,0,WINDOWS 11,12
857,859,LENOVO,THINKPAD,151000,67.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,,0,512,NVIDIA,GEFORCE MX,2,14.0, 1920 x 1080 ,0,WINDOWS 11,12
858,860,ASUS,ROG FLOW,279990,0.0,AMD,RYZEN 9  6800HS,OCTA CORE,16,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,16.0, 2560 x 1600 ,1,WINDOWS 11,12
859,861,LENOVO,IDEAPAD,80990,67.0,AMD,RYZEN 7  5800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
860,862,DELL,VOSTRO,71590,61.0,AMD,RYZEN 7 5825U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,16.0, 1920 x 1200 ,0,WINDOWS 11,12
861,863,ASUS,VIVOBOOK,91990,59.0,AMD,RYZEN 9  5900HX,OCTA CORE,16,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
862,864,HP,14S,38489,55.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
863,865,LENOVO,IDEAPAD,59990,60.0,INTEL,CORE I5 11320H,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
864,866,FUJITSU,CH,54990,62.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1080 ,0,WINDOWS 11,12
865,867,LENOVO,IDEAPAD,56990,60.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
866,868,FUJITSU,UH-X,69990,65.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1080 ,0,WINDOWS 11,24
867,869,LENOVO,IDEAPAD,76450,67.0,AMD,RYZEN 7  5800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
868,870,DELL,ALIENWARE,146899,69.0,AMD,RYZEN 7  5800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
869,871,LENOVO,IDEAPAD,68000,72.0,INTEL,CORE I5 11300H,QUAD CORE,8,8,DDR4,1024,256,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,
870,872,HP,PAVILION,80070,65.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 2240 x 1400 ,0,WINDOWS 11,12
871,873,HP,SPECTRE,113000,76.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,16.0, 3072 x 1920 ,1,WINDOWS 11,12
872,874,HP,PAVILION,76990,66.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 2240 x 1400 ,0,WINDOWS 11,12
873,875,LENOVO,IDEAPAD,38990,50.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
874,876,DELL,VOSTRO,57990,67.0,AMD,RYZEN 7  5825U,OCTA CORE,16,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
875,877,ASUS,TUF,88990,73.0,INTEL,CORE I5 11400H,HEXA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
876,878,ASUS,ROG FLOW,144990,75.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,LPDDR5,0,1024,AMD,RADEON,,13.4, 1920 x 1200 ,1,WINDOWS 11,12
877,879,ASUS,TUF,58990,61.0,INTEL,CORE I5 10300H,QUAD CORE,8,8,DDR4,0,1024,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
878,880,ASUS,ROG ZEPHYRUS,191990,87.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,32,DDR5,0,1024,AMD,RADEON,8,14.0, 2560 x 1600 ,0,WINDOWS 11,12
879,881,ASUS,ROG FLOW,167990,82.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,32,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,4,13.4, 1920 x 1200 ,1,WINDOWS 11,12
880,882,ASUS,ROG ZEPHYRUS,158990,80.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,DDR5,0,1024,AMD,RADEON,8,14.0, 2560 x 1600 ,0,WINDOWS 11,12
881,883,ASUS,ROG FLOW,151990,82.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,4,16.0, 2560 x 1600 ,1,WINDOWS 11,12
882,884,ASUS,ROG FLOW,224990,81.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,LPDDR5,0,1024,AMD,RADEON,,13.4, 3840 x 2400 ,1,WINDOWS 11,12
883,885,ASUS,ROG FLOW,175990,84.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,32,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,4,13.4, 3840 x 2400 ,1,WINDOWS 11,12
884,886,ASUS,ROG ZEPHYRUS,189990,86.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,12
885,887,ASUS,ROG ZEPHYRUS,157044,84.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
886,888,ASUS,ROG ZEPHYRUS,396990,0.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,16.0, 3840 x 2400 ,0,WINDOWS 11,12
887,889,ASUS,ROG FLOW,171990,82.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,1,WINDOWS 11,12
888,890,ASUS,ROG ZEPHYRUS,157990,84.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
889,891,ASUS,ROG ZEPHYRUS,391990,0.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,16.0, 2560 x 1600 ,0,WINDOWS 11,12
890,892,ASUS,ROG ZEPHYRUS,157990,84.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
891,893,ASUS,ROG ZEPHYRUS,361990,0.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,16.0, 1920 x 1200 ,0,WINDOWS 11,12
892,894,ASUS,ROG ZEPHYRUS,211990,84.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,12
893,895,HP,S,36450,44.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
894,896,MSI,THIN GF63,65990,67.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 10,24
895,897,HP,PAVILION,72990,60.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
896,898,HP,PAVILION,99999,61.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
897,899,ASUS,ROG ZEPHYRUS,189990,86.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,12
898,900,DELL,INSPIRON,88990,59.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,16.0, 1920 x 1200 ,1,WINDOWS 11,12
899,901,ASUS,VIVOBOOK,79990,71.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
900,902,ASUS,ZENBOOK,86990,65.0,INTEL,CORE I5 12500H,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,1,WINDOWS 11,12
901,903,ASUS,VIVOBOOK,74990,62.0,INTEL,CORE I5 12500H,12 CORES,16,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
902,904,HP,S,41450,61.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
903,905,HP,S,42450,57.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
904,906,ASUS,TUF,67990,68.0,AMD,RYZEN 7  4800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,17.3, 1920 x 1080 ,0,WINDOWS 11,12
905,907,ACER,ASPIRE,34800,54.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,256,AMD,RADEON,,15.6, 1920 x 1200 ,0,WINDOWS 11,12
906,908,LENOVO,LEGION,192990,75.0,INTEL,CORE I7 11800H,OCTA CORE,16,32,DDR4,0,1024,NVIDIA,GEFORCE RTX,8,16.0, 2560 x 1440 ,0,WINDOWS 11,12
907,909,LENOVO,IDEAPAD,64990,63.0,INTEL,CORE I5 11320H,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
908,910,DELL,INSPIRON,57100,56.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,1024,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,
909,911,DELL,VOSTRO,73790,60.0,INTEL,CORE I5 1240P,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,16.0, 1920 x 1080 ,0,WINDOWS 11,12
910,912,DELL,VOSTRO,69490,57.0,INTEL,CORE I5 1240P,12 CORES,16,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,16.0, 1920 x 1080 ,0,WINDOWS 11,12
911,913,HP,VICTUS,71699,74.0,AMD,RYZEN 5 5600H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
912,914,HP,PAVILION,60490,62.0,AMD,RYZEN 7  5700U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
913,915,LENOVO,YOGA,85800,62.0,AMD,RYZEN 7  5700U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,13.3, 1920 x 1080 ,1,WINDOWS 11,36
914,916,ASUS,TUF,99990,74.0,AMD,RYZEN 7  4800H,OCTA CORE,16,8,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,17.3, 1920 x 1080 ,0,WINDOWS 11,12
915,917,ASUS,EEEBOOK,25990,41.0,INTEL,N6000,QUAD CORE,4,4,DDR4,0,256,INTEL,UHD,,14.0, 1366 x 768 ,0,WINDOWS 11,12
916,918,LENOVO,IDEAPAD,97990,75.0,AMD,RYZEN 7  5800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
917,919,DELL,VOSTRO,61850,68.0,AMD,RYZEN 5 5625U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,16.0, 1920 x 1200 ,0,WINDOWS 11,12
918,920,DELL,VOSTRO,46250,47.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,14.0, 1366 x 768 ,0,WINDOWS 11,12
919,921,ACER,PREDATOR,438383,0.0,INTEL,CORE I9 11980HK,OCTA CORE,16,64,DDR4,1024,2,NVIDIA,GEFORCE RTX,16,17.3, 3840 x 2160 ,0,WINDOWS 10,
920,922,DELL,XPS,233143,85.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 3840 x 2160 ,1,WINDOWS 11,12
921,923,MSI,ALPHA,85200,68.0,AMD,RYZEN 5 5600H,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,8,15.6, 1920 x 1080 ,0,WINDOWS 11,12
922,924,DELL,XPS,154999,66.0,INTEL,CORE I5 1240P,12 CORES,16,16,,0,512,INTEL,INTEGRATED IRIS,,13.4, 3840 x 2400 ,1,WINDOWS 11,12
923,925,LENOVO,THINKBOOK,70990,53.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
924,926,DELL,ALIENWARE,154299,66.0,INTEL,CORE I5 12500H,12 CORES,16,16,LPDDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
925,927,ASUS,ZENBOOK,199990,0.0,INTEL,CORE I7 12700H,14 CORES,20,32,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 3840 x 2160 ,1,WINDOWS 11,24
926,928,DELL,ALIENWARE,178217,76.0,INTEL,CORE I7 12700H,14 CORES,20,16,LPDDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
927,929,LG,GRAM,105590,73.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,17.0, 1600 x 2560 ,1,WINDOWS 11,12
928,930,LG,GRAM,87990,69.0,INTEL,CORE I5 1240P,12 CORES,16,8,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,17.0, 1600 x 2560 ,1,WINDOWS 11,12
929,931,ASUS,TUF,74685,72.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
930,932,MSI,STEALTH,132990,73.0,INTEL,CORE I7 1280P,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
931,933,HP,PAVILION,69990,59.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,
932,934,ASUS,ROG STRIX,181990,79.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,4,17.3, 2560 x 1440 ,0,WINDOWS 11,12
933,935,LG,GRAM,82990,72.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,16.0, 1600 x 2560 ,1,WINDOWS 11,12
934,936,LG,GRAM,119990,74.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,17.0, 1600 x 2560 ,1,WINDOWS 11,12
935,937,ASUS,TUF,76990,68.0,AMD,RYZEN 7  4800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1080 x 1920 ,0,WINDOWS 11,12
936,938,MSI,RAIDER,397110,0.0,INTEL,CORE I7 12700H,14 CORES,20,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,17.3, 3840 x 2160 ,0,WINDOWS 11,24
937,939,DELL,G15,105990,78.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
938,940,MSI,CROSSHAIR,121850,76.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
939,941,ACER,EXTENSA,32990,49.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
940,942,DELL,G15,99990,78.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
941,943,LENOVO,THINKPAD,103800,54.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED,,14.0, 1920 x 1080 ,0,WINDOWS 11,36
942,944,HP,SPECTRE,128249,74.0,INTEL,CORE I7 1255U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.5, 3000 x 2000 ,1,WINDOWS 11,12
943,945,MSI,LEOPARD,129990,79.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,24
944,946,MSI,SWORD,84990,69.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,24
945,947,LENOVO,YOGA,69990,62.0,INTEL,CORE I5 11320H,QUAD CORE,8,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
946,948,DELL,VOSTRO,57490,55.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,14.0, 1366 x 768 ,0,WINDOWS 11,12
947,949,LENOVO,THINKPAD,259500,88.0,INTEL,CORE I9 11950H,OCTA CORE,16,32,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 10,12
948,950,LENOVO,IDEAPAD,43990,50.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,,0,512,‎INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
949,951,ASUS,ROG STRIX,182000,79.0,AMD,RYZEN 9  6900HX,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,17.3, 2560 x 1440 ,0,WINDOWS 11,12
950,952,HP,VICTUS,78680,67.0,AMD,RYZEN 5  6600H,HEXA CORE,12,8,DDR5,0,512,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
951,953,HP,VICTUS,74490,74.0,AMD,RYZEN 7 5800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
952,954,HP,VICTUS,95490,78.0,AMD,RYZEN 5  6800H,OCTA CORE,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
953,955,MICROSOFT,SURFACE,75390,56.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,LPDDR4X,0,256,INTEL,INTEGRATED IRIS,,12.4, 1536 x 1024 ,1,WINDOWS 11,12
954,956,MICROSOFT,SURFACE,70999,55.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,LPDDR4X,0,128,INTEL,INTEGRATED IRIS,,12.4, 1536 x 1024 ,1,WINDOWS 11,12
955,957,ACER,NITRO,62999,74.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,1024,256,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,
956,958,ACER,TRAVELMATE,53999,63.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
957,959,ACER,TRAVELMATE,46990,56.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
958,960,ACER,ASPIRE,56441,60.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
